Seed,Shot,Score
336,000101100101,-0.036534011363983154
337,100110001100,0.16450786590576172
338,011111000101,-0.11500805616378784
339,001001110101,0.24114274978637695
340,010100111011,-0.17528098821640015
341,101010111111,-0.6540657877922058
342,011010110011,-0.31648409366607666
343,111011001001,-0.5642005205154419
344,011111001101,2.3536715507507324
345,010100100011,-0.8087605237960815
346,101001111000,-0.4483473300933838
347,010101001110,0.27931666374206543
348,100000011000,0.2765289545059204
349,010001011011,1.423478603363037
350,101100010101,-0.9012578725814819
351,011010011011,1.7461326122283936
352,000011011110,-0.60129714012146
353,001010010011,0.4835379123687744
354,101100101000,0.1552600860595703
355,100101010010,-0.8353611826896667
356,011001110111,-0.35539788007736206
357,010011111101,1.5831115245819092
358,100011101111,0.56160569190979
359,010100100011,-0.786498486995697
360,001110101110,0.12680184841156006
361,011011111001,3.9708895683288574
362,000001101101,-0.8389061093330383
363,100101011100,-0.44229769706726074
364,111000110000,-0.6857928037643433
365,011101000100,-0.33617663383483887
366,111101111011,1.2561042308807373
367,000110010000,-0.11459392309188843
368,110000011110,-0.582757830619812
369,101010001000,0.557498574256897
370,000011100101,0.09463357925415039
371,000110110111,-0.393488347530365
372,111010100110,2.565047025680542
373,011001110101,-0.7511811256408691
374,100101100100,0.7555840015411377
375,100100100001,1.4746744632720947
376,110001111001,1.0852868556976318
377,111101000111,-0.3564881682395935
378,001100101110,0.4222841262817383
379,100100110011,0.377133846282959
380,011110101011,-0.9636986255645752
381,011000001101,-0.364912748336792
382,001000100000,3.7390284538269043
383,101101010011,-0.1576637625694275
384,010111111011,1.3665547370910645
385,101011010111,0.5354371070861816
386,111010101001,1.0511679649353027
387,010101010001,-0.7723650932312012
388,101010110111,-0.8947355151176453
389,111001011110,-0.9207088351249695
390,001111101111,0.4708874225616455
391,111110011011,-0.5632344484329224
392,111100100110,-0.396811842918396
393,000010101101,3.228252410888672
394,101101001101,1.905134916305542
395,001100010110,1.6789674758911133
396,010010111000,-0.6938213109970093
397,011001000011,0.9129091501235962
398,110100101101,1.0978693962097168
399,010100000100,-0.7003097534179688
400,110011011010,-0.5073955059051514
401,111000101011,-0.6517676115036011
402,101001100011,-0.2903338074684143
403,010100101000,-0.824137270450592
404,100110010111,0.010360479354858398
405,100001001100,0.18439602851867676
406,011011001100,1.0067415237426758
407,110111001001,-0.7453944683074951
408,111101001111,-0.37199199199676514
409,110100100100,-0.44535571336746216
410,000010101001,-0.5850008726119995
411,111011000101,-0.7494535446166992
412,110111111001,-0.9557605981826782
413,101001111101,1.587498426437378
414,001010001101,0.08307039737701416
415,001101001001,-0.6154415607452393
416,001000011111,1.0541458129882812
417,100101001110,1.3065104484558105
418,000110101110,1.281224012374878
419,101001011111,2.1718385219573975
420,101001001111,-0.8684606552124023
421,101101011011,7.736980438232422
422,000101110111,0.7363486289978027
423,111001101110,1.0024254322052002
424,000000111100,0.3074756860733032
425,101010111001,-0.900579035282135
426,000010101001,1.2826776504516602
427,111000100010,-0.5669727325439453
428,000000011001,-0.5556380748748779
429,010010010110,-0.8534249067306519
430,101100110100,0.19906115531921387
431,101110000110,-0.23622137308120728
432,100010111000,1.9777519702911377
433,011011000011,6.133409023284912
434,010110000101,-0.8479153513908386
435,100000110101,-0.5697435140609741
436,100100011001,-0.8472005724906921
437,010011010011,1.1485741138458252
438,010111010001,-0.7950636148452759
439,110111101100,-0.4255945682525635
440,110101101010,2.3122799396514893
441,010110001111,0.1597377061843872
442,101010001011,3.4981789588928223
443,010001111000,-0.6710332036018372
444,101100111010,0.2391824722290039
445,110001111011,-0.17111068964004517
446,100110011011,-0.09294652938842773
447,001000111101,1.1420490741729736
448,101111010001,0.7906525135040283
449,010000010111,0.17088627815246582
450,001010000011,-0.3092495799064636
451,010001101011,4.652388572692871
452,110110111011,-0.5199519991874695
453,001111011000,-0.7087841033935547
454,001010001111,-0.7477784156799316
455,001100100111,-0.12109208106994629
456,001100010010,-0.04468989372253418
457,001010100111,0.6256589889526367
458,011010111111,0.13666772842407227
459,111001011110,0.6965698003768921
460,101100101101,0.46126508712768555
461,001011010101,-0.12033575773239136
462,101000101010,1.3694112300872803
463,100110011110,-0.12108677625656128
464,110110011010,0.18770885467529297
465,111011101000,1.9187660217285156
466,100111001111,-0.427875280380249
467,010000011010,1.0771489143371582
468,111111000101,-0.6558737754821777
469,100100110010,0.8931683301925659
470,001001001010,-0.19996380805969238
471,111001010111,4.063539505004883
472,110010000111,0.46814441680908203
473,111010011010,0.23033547401428223
474,001011100011,4.938194274902344
475,110011000101,-0.5758535265922546
476,101000010010,-0.6554204225540161
477,100111000000,0.2630584239959717
478,000010001100,-0.30026257038116455
479,001001101101,2.249768018722534
480,010010010011,3.46240234375
481,001101010100,-0.4630388021469116
482,001101011100,0.700192928314209
483,011100001110,-0.6141440868377686
484,110001111011,-0.05851602554321289
485,111001001101,0.8815310001373291
486,001011110100,-0.10993790626525879
487,001010000010,-0.701705813407898
488,110101000101,-0.06383073329925537
489,010011101111,2.255932331085205
490,111111111011,0.16376888751983643
491,000100101111,0.07759726047515869
492,001111000111,0.49815189838409424
493,011111101001,1.0859479904174805
494,011111000011,1.468273639678955
495,101000110011,-0.5753294229507446
496,011101110001,1.0591533184051514
497,000000010011,-0.40985995531082153
498,000100100000,0.09410345554351807
499,011001000001,-0.35583144426345825
500,000011110011,-0.3738395571708679
501,001100010010,-0.7163846492767334
502,100101010000,3.2944302558898926
503,011011110010,3.660590171813965
504,000011000000,1.2358572483062744
505,111010110000,2.1530890464782715
506,001100110001,2.4543344974517822
507,001001010111,0.24342787265777588
508,101010001111,3.2376179695129395
509,110111100011,-0.5333274006843567
510,110100000111,1.0380334854125977
511,110111100111,0.044994235038757324
512,100100100100,-0.607617199420929
513,011100110001,1.0367796421051025
514,111110111111,2.368135690689087
515,001101110010,1.4330358505249023
516,010101100001,0.042513489723205566
517,111011010010,2.544182777404785
518,100101100100,0.30564188957214355
519,000111101001,0.7712118625640869
520,001100000101,-0.7712392807006836
521,111011110000,-0.3763517737388611
522,111101111000,0.9914565086364746
523,011001100000,1.3997766971588135
524,110010001111,1.151212215423584
525,110010011111,-0.46582144498825073
526,111011001000,-0.4897318482398987
527,110011101000,-0.5996627807617188
528,100011000011,-0.9308463931083679
529,110100101000,1.0371472835540771
530,100010001101,0.16757071018218994
531,111111111111,-0.34181320667266846
532,101001010111,-0.8600370287895203
533,100100001011,-0.8619136810302734
534,111110100000,1.727062463760376
535,110010010101,0.8143782615661621
536,110111111100,-0.5281362533569336
537,111100101010,0.705665111541748
538,001001101001,-0.5626505613327026
539,110010010110,1.3468751907348633
540,001100100110,-0.9742100238800049
541,001100111011,-0.20995473861694336
542,011001111110,-0.7751154899597168
543,111110101100,-0.5396897792816162
544,100001000010,-0.4421589970588684
545,100101011101,-0.11842149496078491
546,010000100000,0.9993002414703369
547,111100010111,-0.012473106384277344
548,100100100100,-0.8464705944061279
549,001001000000,3.233062744140625
550,111101110101,-0.7723896503448486
551,001000100110,0.732352614402771
552,011000101111,-0.2286914587020874
553,001110111011,1.9940249919891357
554,100011000000,-0.7934662699699402
555,111110110111,1.4471476078033447
556,101001111101,-0.263464093208313
557,000101100001,-0.8848008513450623
558,000001001101,-0.3871334195137024
559,110100110101,-0.5171356201171875
560,010001000011,1.1271469593048096
561,110000110111,-0.6302472352981567
562,100000101101,1.2894525527954102
563,110111011000,-0.13848328590393066
564,101001010010,-0.9113261103630066
565,100101011001,-0.25661277770996094
566,001100010010,-0.15469038486480713
567,100001010110,2.2953858375549316
568,111011001000,-0.8244792222976685
569,110101001111,-0.6642321348190308
570,010101110110,-0.8150876760482788
571,100110110000,1.2675909996032715
572,111110110111,-0.9752256274223328
573,010100100011,-0.15716254711151123
574,110100110011,-0.9435351490974426
575,110110110001,1.8165652751922607
576,101110100110,-0.1293470859527588
577,101010111000,0.7367721796035767
578,111010011011,2.584963798522949
579,010110111100,-0.3055334687232971
580,111100000000,-0.4989534616470337
581,010111111111,1.7593722343444824
582,001000110111,3.0129623413085938
583,100010100010,0.0215681791305542
584,111000001100,0.8701928853988647
585,011111100000,-0.5497702956199646
586,000010010101,0.7534875869750977
587,000001011010,-0.8179147243499756
588,010101100110,-0.28069591522216797
589,010100100000,2.2256362438201904
590,111010100101,0.9503176212310791
591,111001000101,-0.7888319492340088
592,001011110111,0.7367415428161621
593,010011101011,0.44861531257629395
594,110011001000,-0.07944798469543457
595,101100000010,-0.5144389867782593
596,110011100101,-0.5921890735626221
597,000001101010,0.0066680908203125
598,010011011101,0.5681720972061157
599,010000101110,-0.3682900071144104
600,100000101111,0.92454993724823
601,010000100110,0.07645034790039062
602,111011011100,1.7979035377502441
603,111001000100,0.21199917793273926
604,010010101111,1.7771389484405518
605,010001110011,0.06683290004730225
606,001001101101,2.51505184173584
607,010100111001,0.6357002258300781
608,100110101010,0.3927398920059204
609,000011111100,-0.7829152345657349
610,010011011110,0.862175464630127
611,101111111111,-0.0771588683128357
612,010011111110,-0.5942783355712891
613,001110110101,2.160731077194214
614,110010001101,-0.36738646030426025
615,111100001011,0.4584169387817383
616,000001000101,2.9733588695526123
617,000000110110,0.4265793561935425
618,001010011000,-0.06941956281661987
619,111111110100,3.6485681533813477
620,000100101000,-0.9785537719726562
621,001001111110,-0.8461714386940002
622,010010101101,0.9540505409240723
623,000101010011,-0.38817763328552246
624,001001001101,-0.6780626773834229
625,110110011010,-0.7252458333969116
626,011101000000,1.4147546291351318
627,011001011100,-0.6256089210510254
628,101010011110,2.2128167152404785
629,101100110011,-0.2690334916114807
630,001111101110,-0.7434602379798889
631,001010011010,0.5724608898162842
632,000011011000,1.1666381359100342
633,100011101101,1.640782117843628
634,111010001101,-0.8512246608734131
635,110001001100,1.1101157665252686
636,110101101001,0.5731353759765625
637,101011000100,-0.9897582530975342
638,000001010100,1.0317647457122803
639,101100101111,-0.27173715829849243
640,011101111101,0.6633689403533936
641,111100000111,2.73787260055542
642,010000110001,2.448808431625366
643,100111011110,0.013992547988891602
644,100000110110,-0.8321177363395691
645,000010001011,0.8780630826950073
646,000011100110,1.0040488243103027
647,100101101110,1.4356043338775635
648,011001011001,-0.26795607805252075
649,111010111100,3.2941994667053223
650,100000111000,-0.14191478490829468
651,111010001100,0.4156762361526489
652,001100111001,-0.8142077326774597
653,101111110100,0.7799266576766968
654,100011000001,0.8893396854400635
655,000000000100,-0.8727812767028809
656,010011011001,-0.7474918365478516
657,000110110010,0.1501380205154419
658,000111111011,-0.6998149156570435
659,000101010000,-0.3069548010826111
660,100000010011,-0.5486069917678833
661,101101001001,0.009209990501403809
662,110001100100,-0.6542874574661255
663,111101000111,-0.7016580700874329
664,101010100101,0.9236267805099487
665,001001000000,2.903491497039795
666,010000100011,-0.8359822630882263
667,100111111011,-0.3906704783439636
668,001101001000,1.8768043518066406
669,001000110110,-0.8004944324493408
670,010000110110,2.4864604473114014
671,100110100101,-0.8878926038742065
672,011010101011,0.023591041564941406
673,001110100001,0.5848846435546875
674,111110111001,4.351698875427246
675,111111011000,0.6485738754272461
676,110011011110,-0.9456989765167236
677,101010011100,2.63962459564209
678,001000000101,-0.2493436336517334
679,111100100110,3.637763023376465
680,101111011111,-0.9907938241958618
681,101011111010,-0.6892272233963013
682,001010011010,4.221031665802002
683,001001110101,-0.9493014216423035
684,101011111110,-0.228191077709198
685,110110001101,0.689765214920044
686,001100000101,1.3595921993255615
687,110100000011,-0.5597453117370605
688,111010111010,-0.525456964969635
689,001101001010,-0.8859274387359619
690,111011110111,4.534438610076904
691,111011110100,3.223447799682617
692,011100111000,2.9998817443847656
693,001000111011,0.35187673568725586
694,110100110101,3.1283607482910156
695,111001111101,0.420196533203125
696,101011001001,-0.9549659490585327
697,110100001110,-0.8588132262229919
698,110000000010,-0.8300217390060425
699,101101011001,-0.29338538646698
700,100001101010,-0.42314445972442627
701,111100110001,2.3697807788848877
702,001100110110,3.179266929626465
703,101111010110,2.2095515727996826
704,100000000111,-0.38752931356430054
705,100010110010,-0.5578426718711853
706,110101110111,3.74299955368042
707,000001000010,2.2316153049468994
708,111101011010,0.13681566715240479
709,110010101010,-0.6621817946434021
710,101101000111,-0.16252386569976807
711,101011011001,-0.30364733934402466
712,111001011000,-0.7141299247741699
713,110110001100,-0.6767334342002869
714,100110101010,-0.1259828805923462
715,000000101011,0.055629730224609375
716,001100010001,-0.660073459148407
717,111001011000,-0.36682552099227905
718,010010011001,-0.06336033344268799
719,111100000111,-0.5956430435180664
720,001100011110,-0.234869122505188
721,111010010011,-0.8625108599662781
722,100001111101,-0.5625962615013123
723,010000001000,-0.8862161636352539
724,011111010110,0.5391818284988403
725,000000111011,0.17763638496398926
726,010111101101,-0.8314831256866455
727,110101110100,0.2098320722579956
728,101111100010,2.001382827758789
729,000011100100,-0.4428035020828247
730,010101000110,0.45230352878570557
731,101111100000,0.8236310482025146
732,001000110110,2.2643988132476807
733,100111010101,-0.08228635787963867
734,110001011000,-0.714141309261322
735,001101101001,-0.754654049873352
736,101011011111,0.25874412059783936
737,000000001101,-0.4725998044013977
738,000111110011,-0.1990567445755005
739,100101000000,-0.3102352023124695
740,001011010110,1.7982697486877441
741,101101110110,1.2093400955200195
742,011010011111,-0.7978335618972778
743,001011011111,-0.160750150680542
744,000011111010,1.5558323860168457
745,011010111010,-0.12054997682571411
746,111011010010,-0.6901761293411255
747,110110001111,2.608548641204834
748,011111011101,3.12996768951416
749,101111000100,1.5873072147369385
750,110110101100,1.6835260391235352
751,010100111110,2.100510835647583
752,101110100101,0.18094956874847412
753,101100000111,-0.8842037320137024
754,000100110110,2.945664644241333
755,101001100010,-0.2904353737831116
756,011011111010,-0.5217923521995544
757,010010011110,-0.2841739058494568
758,001010100110,1.8604340553283691
759,011110011011,-0.2525451183319092
760,000010110110,0.33572471141815186
761,100100001011,-0.17370927333831787
762,001010110010,0.9811673164367676
763,011100101110,0.6588543653488159
764,111010110100,0.3042234182357788
765,010010100011,2.313999652862549
766,101111101100,2.6735293865203857
767,101011011110,-0.9487253427505493
768,110011101001,-0.320004403591156
769,110100110111,-0.7287404537200928
770,011101000011,1.7366290092468262
771,001010101011,-0.8382278680801392
772,001001001101,-0.3119378685951233
773,001101010000,0.35213255882263184
774,100010010100,0.36418962478637695
775,010100101111,-0.4235724210739136
776,001011000111,-0.9014540910720825
777,110110010011,1.703118085861206
778,110100111011,3.337650775909424
779,011111101000,2.344360589981079
780,100101011101,-0.1854066252708435
781,110001001010,-0.5192784070968628
782,110100110111,-0.9708699584007263
783,001100111011,5.5268683433532715
784,111111101011,0.3467918634414673
785,000110001010,1.499725341796875
786,000000010110,0.12929058074951172
787,100101100101,-0.9568015336990356
788,101110000101,0.7580597400665283
789,101010000010,2.1491641998291016
790,001100100100,-0.3823966979980469
791,010011011010,-0.6569927334785461
792,000110111010,1.056717872619629
793,111110110100,-0.6523289680480957
794,110111011001,0.5727523565292358
795,101000010100,-0.6942701935768127
796,101011001010,-0.5632005929946899
797,101001111110,0.982122540473938
798,110100110001,-0.2797277569770813
799,111101111100,0.12023639678955078
800,111100000001,0.9474818706512451
801,101001110110,-0.23155319690704346
802,011100011110,3.7805395126342773
803,101001110010,-0.741698682308197
804,000011100100,0.8984389305114746
805,110000001011,-0.42175722122192383
806,001010100100,2.516401529312134
807,110011100111,2.3055882453918457
808,110110110110,0.42464137077331543
809,010100101100,0.6533167362213135
810,000000100100,-0.00012302398681640625
811,000011001011,1.0012474060058594
812,111100100111,2.4185540676116943
813,011010010000,0.5599968433380127
814,111000001101,2.241729974746704
815,111111110110,1.8026554584503174
816,111011011011,-0.4357421398162842
817,000011101010,-0.21560341119766235
818,011110011101,1.590972661972046
819,010000110110,-0.7631391286849976
820,010110010101,0.20653724670410156
821,001010100011,-0.5603142976760864
822,110000110111,5.102713108062744
823,010111000000,0.35031402111053467
824,000111110101,0.5017901659011841
825,011001000101,0.5551162958145142
826,101001011111,-0.6331170201301575
827,000100010110,-0.4763668179512024
828,101011100000,1.116671085357666
829,010111111110,-0.7438534498214722
830,000101010001,-0.9876682758331299
831,000110011010,0.1791771650314331
832,110010111101,-0.9464166760444641
833,110010100010,1.0910301208496094
834,110010011010,0.72332763671875
835,111000011110,0.511523962020874
836,100100100111,0.3554593324661255
837,000010110100,-0.33368587493896484
838,101011011101,-0.39902806282043457
839,100010001011,5.622576713562012
840,010100000111,2.3976945877075195
841,101000010000,-0.9959369897842407
842,100011010111,0.6426485776901245
843,011101100111,0.13661551475524902
844,001100101100,-0.461368203163147
845,110000010011,1.7376046180725098
846,011011111010,-0.9398263692855835
847,111111001011,1.176957607269287
848,111110001000,2.0856029987335205
849,111000011100,2.2744104862213135
850,101100010101,-0.9479078650474548
851,111100011010,0.018899202346801758
852,110010011010,-0.18646150827407837
853,111001101100,-0.6633995771408081
854,111100011010,0.7680433988571167
